total_filas,filas_unicas,filas_duplicadas,filas_con_na,valores_na,balance_celulas,conteo_por_trt,conteo_por_block,extremos_yield,yield_negativo,auditado_ok
36,36,0,0,"{'plot': 0, 'trt': 0, 'block': 0, 'yield': 0}","{'total_celdas': 36, 'celdas_balanceadas': 36, 'celdas_desbalanceadas': 0, 'conteo_por_celda': {('R', 'B1'): 1, ('R', 'B2'): 1, ('R', 'B3'): 1, ('R', 'B4'): 1, ('R', 'B5'): 1, ('R', 'B6'): 1, ('R', 'B7'): 1, ('R', 'B8'): 1, ('R', 'B9'): 1, ('T0', 'B1'): 1, ('T0', 'B2'): 1, ('T0', 'B3'): 1, ('T0', 'B4'): 1, ('T0', 'B5'): 1, ('T0', 'B6'): 1, ('T0', 'B7'): 1, ('T0', 'B8'): 1, ('T0', 'B9'): 1, ('T1', 'B1'): 1, ('T1', 'B2'): 1, ('T1', 'B3'): 1, ('T1', 'B4'): 1, ('T1', 'B5'): 1, ('T1', 'B6'): 1, ('T1', 'B7'): 1, ('T1', 'B8'): 1, ('T1', 'B9'): 1, ('T2', 'B1'): 1, ('T2', 'B2'): 1, ('T2', 'B3'): 1, ('T2', 'B4'): 1, ('T2', 'B5'): 1, ('T2', 'B6'): 1, ('T2', 'B7'): 1, ('T2', 'B8'): 1, ('T2', 'B9'): 1}}","{'T2': 9, 'R': 9, 'T0': 9, 'T1': 9}","{'B1': 4, 'B2': 4, 'B3': 4, 'B4': 4, 'B5': 4, 'B6': 4, 'B7': 4, 'B8': 4, 'B9': 4}","{'minimo': 4.38, 'maximo': 6.54, 'media': 5.801944444444444, 'std': 0.509469300600113}",0,True
