metrica,PC1,PC2,PC3,PC4,PC5,PC6
inhib_micelial_maceracion,0.2065660494678238,0.6390483472758571,0.024841578778866124,0.43925069122098465,-0.384134762179944,-0.4558836340140657
inhib_conidias_maceracion,-0.1967469098168272,0.6389389297657926,0.15411939012697073,-0.09316344690252426,0.710345554958906,0.12658860851406767
inhib_micelial_soxhlet,0.49499175220959424,0.33501012741901354,-0.2756207238234631,-0.2318798737427121,-0.25417929884975476,0.6696336345790236
inhib_conidias_soxhlet,0.4812691848153339,-0.25532341209273474,0.11913196987044167,0.7006829212666199,0.3912001181746392,0.21214007665860593
inhib_micelial_ultrasonido,0.5242260027212128,-0.0716804531607406,-0.44692573801160407,-0.34962447573205757,0.35387003344987905,-0.5223457866238206
inhib_conidias_ultrasonido,0.40886593860015263,-0.028536577798161517,0.8280871238023604,-0.36251523608056857,-0.07057639858804478,-0.09943690936825705
