aislado_id,metodo_extraccion,grupo_experimental,replica_biologica,concentracion_mg_ml,crecimiento_mm,porcentaje_inhibicion_hoja,extra_medicion,es_control,hoja_origen,fila_origen
H3N,maceracion,Grupo 2 - H12,1,0.2,50.0,100.0,100.0,False,MACERACIÓN,66
H3N,maceracion,Grupo 2 - H12,2,0.2,50.0,100.0,0.0,False,MACERACIÓN,67
H3N,maceracion,Grupo 2 - H12,3,0.2,50.0,100.0,,False,MACERACIÓN,68
H4N,maceracion,Grupo 2 - H13,1,0.2,60.0,75.86206896551724,82.75862068965517,False,MACERACIÓN,69
H4N,maceracion,Grupo 2 - H13,2,0.2,50.0,72.41379310344827,15.0306860122092,False,MACERACIÓN,70
H4N,maceracion,Grupo 2 - H13,3,0.2,58.0,100.0,,False,MACERACIÓN,71
H5N,maceracion,Grupo 2 - H14,1,0.2,,100.0,100.0,False,MACERACIÓN,72
H5N,maceracion,Grupo 2 - H14,2,0.2,,100.0,0.0,False,MACERACIÓN,73
H5N,maceracion,Grupo 2 - H14,3,0.2,,100.0,,False,MACERACIÓN,74
H6N,maceracion,Grupo 2 - H15,1,0.2,56.0,68.0,80.0,False,MACERACIÓN,75
H6N,maceracion,Grupo 2 - H15,2,0.2,54.0,72.0,17.435595774162696,False,MACERACIÓN,76
H6N,maceracion,Grupo 2 - H15,3,0.2,50.0,100.0,,False,MACERACIÓN,77
H8N,maceracion,Grupo 3 - H24,1,0.2,50.0,100.0,92.7927927927928,False,MACERACIÓN,78
H8N,maceracion,Grupo 3 - H24,2,0.2,56.0,100.0,12.483249063559468,False,MACERACIÓN,79
H8N,maceracion,Grupo 3 - H24,3,0.2,56.0,78.37837837837837,,False,MACERACIÓN,80
H9N,maceracion,Grupo 2 - H16,1,0.2,,100.0,100.0,False,MACERACIÓN,81
H9N,maceracion,Grupo 2 - H16,2,0.2,,100.0,0.0,False,MACERACIÓN,82
H9N,maceracion,Grupo 2 - H16,3,0.2,,100.0,,False,MACERACIÓN,83
FU1,maceracion,Grupo 2 - H17,1,0.2,,100.0,100.0,False,MACERACIÓN,84
FU1,maceracion,Grupo 2 - H17,2,0.2,,100.0,0.0,False,MACERACIÓN,85
FU1,maceracion,Grupo 2 - H17,3,0.2,,100.0,,False,MACERACIÓN,86
FU2 (UCMU21),maceracion,Grupo 3 - H25,1,0.2,50.0,100.0,100.0,False,MACERACIÓN,87
FU2 (UCMU21),maceracion,Grupo 3 - H25,2,0.2,40.0,100.0,0.0,False,MACERACIÓN,88
FU2 (UCMU21),maceracion,Grupo 3 - H25,3,0.2,36.0,100.0,,False,MACERACIÓN,89
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,1,0.2,,82.3529411764706,78.43137254901961,False,MACERACIÓN,90
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,2,0.2,,70.58823529411765,6.792356108113244,False,MACERACIÓN,91
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,3,0.2,,82.3529411764706,,False,MACERACIÓN,92
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,1,0.2,50.0,100.0,91.1111111111111,False,MACERACIÓN,93
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,2,0.2,50.0,100.0,15.396007178390121,False,MACERACIÓN,94
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,3,0.2,54.0,73.33333333333333,,False,MACERACIÓN,95
HC3,maceracion,Grupo 3 - H19,1,0.0,68.0,100.0,100.0,True,MACERACIÓN,3
HC3,maceracion,Grupo 3 - H19,2,0.0,,100.0,0.0,True,MACERACIÓN,4
HC3,maceracion,Grupo 3 - H19,3,0.0,,100.0,,True,MACERACIÓN,5
HC5,maceracion,Grupo 1 - H1,1,0.0,46.0,60.869565217391305,65.21739130434783,True,MACERACIÓN,6
HC5,maceracion,Grupo 1 - H1,2,0.0,,73.91304347826087,7.530655685082078,True,MACERACIÓN,7
HC5,maceracion,Grupo 1 - H1,3,0.0,,60.869565217391305,,True,MACERACIÓN,8
HC6,maceracion,Grupo 4 - H28,1,0.0,54.0,70.37037037037037,67.90123456790123,True,MACERACIÓN,9
HC6,maceracion,Grupo 4 - H28,2,0.0,,77.77777777777777,11.315001715940358,True,MACERACIÓN,10
HC6,maceracion,Grupo 4 - H28,3,0.0,,55.55555555555556,,True,MACERACIÓN,11
HC9,maceracion,Grupo 4 - H20,1,0.0,64.0,100.0,100.0,True,MACERACIÓN,12
HC9,maceracion,Grupo 4 - H20,2,0.0,,100.0,0.0,True,MACERACIÓN,13
HC9,maceracion,Grupo 4 - H20,3,0.0,,100.0,,True,MACERACIÓN,14
HC10,maceracion,Grupo 1 - H2,1,0.0,60.0,80.0,75.55555555555556,True,MACERACIÓN,15
HC10,maceracion,Grupo 1 - H2,2,0.0,,76.66666666666667,5.091750772173156,True,MACERACIÓN,16
HC10,maceracion,Grupo 1 - H2,3,0.0,,70.0,,True,MACERACIÓN,17
HC15,maceracion,Grupo 1 - H3,1,0.0,60.0,100.0,100.0,True,MACERACIÓN,18
HC15,maceracion,Grupo 1 - H3,2,0.0,,100.0,0.0,True,MACERACIÓN,19
HC15,maceracion,Grupo 1 - H3,3,0.0,,100.0,,True,MACERACIÓN,20
HC16,maceracion,Grupo 1 - H4,1,0.0,58.0,100.0,80.45977011494253,True,MACERACIÓN,21
HC16,maceracion,Grupo 1 - H4,2,0.0,,75.86206896551724,17.69517737740307,True,MACERACIÓN,22
HC16,maceracion,Grupo 1 - H4,3,0.0,,65.51724137931035,,True,MACERACIÓN,23
HC17,maceracion,Grupo 3 - H21,1,0.0,75.0,81.33333333333333,75.1111111111111,True,MACERACIÓN,24
HC17,maceracion,Grupo 3 - H21,2,0.0,,65.33333333333333,8.572134009771517,True,MACERACIÓN,25
HC17,maceracion,Grupo 3 - H21,3,0.0,,78.66666666666667,,True,MACERACIÓN,26
HC19,maceracion,Grupo 1 - H5,1,0.0,46.0,69.56521739130434,63.76811594202898,True,MACERACIÓN,27
HC19,maceracion,Grupo 1 - H5,2,0.0,,69.56521739130434,10.040874246776138,True,MACERACIÓN,28
HC19,maceracion,Grupo 1 - H5,3,0.0,,52.17391304347826,,True,MACERACIÓN,29
HC20,maceracion,Grupo 1 - H6,1,0.0,46.0,65.21739130434783,62.31884057971015,True,MACERACIÓN,30
HC20,maceracion,Grupo 1 - H6,2,0.0,,65.21739130434783,5.020437123388052,True,MACERACIÓN,31
HC20,maceracion,Grupo 1 - H6,3,0.0,,56.52173913043478,,True,MACERACIÓN,32
HC23,maceracion,Grupo 1 - H7,1,0.0,58.0,100.0,81.60919540229885,True,MACERACIÓN,33
HC23,maceracion,Grupo 1 - H7,2,0.0,,79.3103448275862,17.35594123050743,True,MACERACIÓN,34
HC23,maceracion,Grupo 1 - H7,3,0.0,,65.51724137931035,,True,MACERACIÓN,35
HC26,maceracion,Grupo 3 - H22,1,0.0,57.0,100.0,100.0,True,MACERACIÓN,36
HC26,maceracion,Grupo 3 - H22,2,0.0,,100.0,0.0,True,MACERACIÓN,37
HC26,maceracion,Grupo 3 - H22,3,0.0,,100.0,,True,MACERACIÓN,38
HC27,maceracion,Grupo 1 - H8,1,0.0,50.0,72.0,70.66666666666667,True,MACERACIÓN,39
HC27,maceracion,Grupo 1 - H8,2,0.0,,68.0,2.3094010767585034,True,MACERACIÓN,40
HC27,maceracion,Grupo 1 - H8,3,0.0,,72.0,,True,MACERACIÓN,41
HC28,maceracion,Grupo 1 - H9,1,0.0,50.0,100.0,100.0,True,MACERACIÓN,42
HC28,maceracion,Grupo 1 - H9,2,0.0,,100.0,0.0,True,MACERACIÓN,43
HC28,maceracion,Grupo 1 - H9,3,0.0,,100.0,,True,MACERACIÓN,44
H4B,maceracion,Grupo 4 - H29,1,0.0,68.0,100.0,93.13725490196077,True,MACERACIÓN,45
H4B,maceracion,Grupo 4 - H29,2,0.0,,100.0,11.886623189198318,True,MACERACIÓN,46
H4B,maceracion,Grupo 4 - H29,3,0.0,,79.41176470588235,,True,MACERACIÓN,47
H6B,maceracion,Grupo 4 - H30,1,0.0,65.0,100.0,92.82051282051282,True,MACERACIÓN,48
H6B,maceracion,Grupo 4 - H30,2,0.0,,100.0,12.435236567161278,True,MACERACIÓN,49
H6B,maceracion,Grupo 4 - H30,3,0.0,,78.46153846153847,,True,MACERACIÓN,50
H4G,maceracion,Grupo 4 - H31,1,0.0,54.0,100.0,91.35802469135803,True,MACERACIÓN,51
H4G,maceracion,Grupo 4 - H31,2,0.0,,100.0,14.968340312323647,True,MACERACIÓN,52
H4G,maceracion,Grupo 4 - H31,3,0.0,,74.07407407407408,,True,MACERACIÓN,53
H8G,maceracion,Grupo 4 - H32,1,0.0,30.0,100.0,100.0,True,MACERACIÓN,54
H8G,maceracion,Grupo 4 - H32,2,0.0,,100.0,0.0,True,MACERACIÓN,55
H8G,maceracion,Grupo 4 - H32,3,0.0,,100.0,,True,MACERACIÓN,56
H11G,maceracion,Grupo 4 - H33,1,0.0,26.0,100.0,100.0,True,MACERACIÓN,57
H11G,maceracion,Grupo 4 - H33,2,0.0,,100.0,0.0,True,MACERACIÓN,58
H11G,maceracion,Grupo 4 - H33,3,0.0,,100.0,,True,MACERACIÓN,59
H1N,maceracion,Grupo 2 - H10,1,0.0,50.0,68.0,62.666666666666664,True,MACERACIÓN,60
H1N,maceracion,Grupo 2 - H10,2,0.0,,76.0,16.653327995729054,True,MACERACIÓN,61
H1N,maceracion,Grupo 2 - H10,3,0.0,,44.0,,True,MACERACIÓN,62
H2N,maceracion,Grupo 2 - H11,1,0.0,54.0,55.55555555555556,69.1358024691358,True,MACERACIÓN,63
H2N,maceracion,Grupo 2 - H11,2,0.0,,74.07407407407408,11.905741680238263,True,MACERACIÓN,64
H2N,maceracion,Grupo 2 - H11,3,0.0,,77.77777777777777,,True,MACERACIÓN,65
H3N,maceracion,Grupo 2 - H12,1,0.0,50.0,100.0,100.0,True,MACERACIÓN,66
H3N,maceracion,Grupo 2 - H12,2,0.0,,100.0,0.0,True,MACERACIÓN,67
H3N,maceracion,Grupo 2 - H12,3,0.0,,100.0,,True,MACERACIÓN,68
H4N,maceracion,Grupo 2 - H13,1,0.0,58.0,75.86206896551724,82.75862068965517,True,MACERACIÓN,69
H4N,maceracion,Grupo 2 - H13,2,0.0,,72.41379310344827,15.0306860122092,True,MACERACIÓN,70
H4N,maceracion,Grupo 2 - H13,3,0.0,,100.0,,True,MACERACIÓN,71
H5N,maceracion,Grupo 2 - H14,1,0.0,60.0,100.0,100.0,True,MACERACIÓN,72
H5N,maceracion,Grupo 2 - H14,2,0.0,,100.0,0.0,True,MACERACIÓN,73
H5N,maceracion,Grupo 2 - H14,3,0.0,,100.0,,True,MACERACIÓN,74
H6N,maceracion,Grupo 2 - H15,1,0.0,50.0,68.0,80.0,True,MACERACIÓN,75
H6N,maceracion,Grupo 2 - H15,2,0.0,,72.0,17.435595774162696,True,MACERACIÓN,76
H6N,maceracion,Grupo 2 - H15,3,0.0,,100.0,,True,MACERACIÓN,77
H8N,maceracion,Grupo 3 - H24,1,0.0,74.0,100.0,92.7927927927928,True,MACERACIÓN,78
H8N,maceracion,Grupo 3 - H24,2,0.0,,100.0,12.483249063559468,True,MACERACIÓN,79
H8N,maceracion,Grupo 3 - H24,3,0.0,,78.37837837837837,,True,MACERACIÓN,80
H9N,maceracion,Grupo 2 - H16,1,0.0,70.0,100.0,100.0,True,MACERACIÓN,81
H9N,maceracion,Grupo 2 - H16,2,0.0,,100.0,0.0,True,MACERACIÓN,82
H9N,maceracion,Grupo 2 - H16,3,0.0,,100.0,,True,MACERACIÓN,83
FU1,maceracion,Grupo 2 - H17,1,0.0,64.0,100.0,100.0,True,MACERACIÓN,84
FU1,maceracion,Grupo 2 - H17,2,0.0,,100.0,0.0,True,MACERACIÓN,85
FU1,maceracion,Grupo 2 - H17,3,0.0,,100.0,,True,MACERACIÓN,86
FU2 (UCMU21),maceracion,Grupo 3 - H25,1,0.0,64.0,100.0,100.0,True,MACERACIÓN,87
FU2 (UCMU21),maceracion,Grupo 3 - H25,2,0.0,,100.0,0.0,True,MACERACIÓN,88
FU2 (UCMU21),maceracion,Grupo 3 - H25,3,0.0,,100.0,,True,MACERACIÓN,89
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,1,0.0,68.0,82.3529411764706,78.43137254901961,True,MACERACIÓN,90
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,2,0.0,,70.58823529411765,6.792356108113244,True,MACERACIÓN,91
FUSARIUM JULIAN H20,maceracion,Grupo 4 - H18,3,0.0,,82.3529411764706,,True,MACERACIÓN,92
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,1,0.0,60.0,100.0,91.1111111111111,True,MACERACIÓN,93
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,2,0.0,,100.0,15.396007178390121,True,MACERACIÓN,94
FUSARIUM MARCE 1.2,maceracion,Grupo 3 - H27,3,0.0,,73.33333333333333,,True,MACERACIÓN,95
HC3,soxhlet,Grupo 3 - H19,1,5.0,30.0,55.88235294117647,65.68627450980392,False,SOXHLET,3
HC3,soxhlet,Grupo 3 - H19,2,5.0,22.0,67.6470588235294,8.985442539129052,False,SOXHLET,4
HC3,soxhlet,Grupo 3 - H19,3,5.0,18.0,73.52941176470588,,False,SOXHLET,5
HC5,soxhlet,Grupo 1 - H1,1,5.0,18.0,60.869565217391305,55.072463768115945,False,SOXHLET,6
HC5,soxhlet,Grupo 1 - H1,2,5.0,20.0,56.52173913043478,6.641414050660636,False,SOXHLET,7
HC5,soxhlet,Grupo 1 - H1,3,5.0,24.0,47.82608695652174,,False,SOXHLET,8
HC6,soxhlet,Grupo 4 - H28,1,5.0,36.0,33.333333333333336,38.27160493827161,False,SOXHLET,9
HC6,soxhlet,Grupo 4 - H28,2,5.0,34.0,37.03703703703704,5.657500857970139,False,SOXHLET,10
HC6,soxhlet,Grupo 4 - H28,3,5.0,30.0,44.44444444444444,,False,SOXHLET,11
HC9,soxhlet,Grupo 3 - H20,1,5.0,15.0,76.5625,80.72916666666667,False,SOXHLET,12
HC9,soxhlet,Grupo 3 - H20,2,5.0,10.0,84.375,3.9322054350368485,False,SOXHLET,13
HC9,soxhlet,Grupo 3 - H20,3,5.0,12.0,81.25,,False,SOXHLET,14
HC10,soxhlet,Grupo 1 - H2,1,5.0,36.0,40.0,51.111111111111114,False,SOXHLET,15
HC10,soxhlet,Grupo 1 - H2,2,5.0,20.0,66.66666666666667,13.877773329774218,False,SOXHLET,16
HC10,soxhlet,Grupo 1 - H2,3,5.0,32.0,46.666666666666664,,False,SOXHLET,17
HC15,soxhlet,Grupo 1 - H3,1,5.0,32.0,46.666666666666664,53.333333333333336,False,SOXHLET,18
HC15,soxhlet,Grupo 1 - H3,2,5.0,20.0,66.66666666666667,11.547005383792502,False,SOXHLET,19
HC15,soxhlet,Grupo 1 - H3,3,5.0,32.0,46.666666666666664,,False,SOXHLET,20
HC16,soxhlet,Grupo 1 - H4,1,5.0,20.0,65.51724137931035,58.620689655172406,False,SOXHLET,21
HC16,soxhlet,Grupo 1 - H4,2,5.0,16.0,72.41379310344827,18.24656076596274,False,SOXHLET,22
HC16,soxhlet,Grupo 1 - H4,3,5.0,36.0,37.93103448275862,,False,SOXHLET,23
HC17,soxhlet,Grupo 3 - H21,1,5.0,34.0,54.666666666666664,59.11111111111111,False,SOXHLET,24
HC17,soxhlet,Grupo 3 - H21,2,5.0,34.0,54.666666666666664,7.698003589195061,False,SOXHLET,25
HC17,soxhlet,Grupo 3 - H21,3,5.0,24.0,68.0,,False,SOXHLET,26
HC19,soxhlet,Grupo 1 - H5,1,5.0,28.0,39.130434782608695,36.23188405797101,False,SOXHLET,27
HC19,soxhlet,Grupo 1 - H5,2,5.0,20.0,56.52173913043478,21.883578073248565,False,SOXHLET,28
HC19,soxhlet,Grupo 1 - H5,3,5.0,40.0,13.043478260869565,,False,SOXHLET,29
HC20,soxhlet,Grupo 1 - H6,1,5.0,24.0,47.82608695652174,44.92753623188406,False,SOXHLET,30
HC20,soxhlet,Grupo 1 - H6,2,5.0,20.0,56.52173913043478,13.282828101321273,False,SOXHLET,31
HC20,soxhlet,Grupo 1 - H6,3,5.0,32.0,30.434782608695652,,False,SOXHLET,32
HC23,soxhlet,Grupo 1 - H7,1,5.0,26.0,55.172413793103445,58.62068965517241,False,SOXHLET,33
HC23,soxhlet,Grupo 1 - H7,2,5.0,20.0,65.51724137931035,5.972588991616822,False,SOXHLET,34
HC23,soxhlet,Grupo 1 - H7,3,5.0,26.0,55.172413793103445,,False,SOXHLET,35
HC26,soxhlet,Grupo 3 - H22,1,5.0,20.0,64.91228070175438,62.57309941520467,False,SOXHLET,36
HC26,soxhlet,Grupo 3 - H22,2,5.0,20.0,64.91228070175438,4.0515808364184265,False,SOXHLET,37
HC26,soxhlet,Grupo 3 - H22,3,5.0,24.0,57.89473684210526,,False,SOXHLET,38
HC27,soxhlet,Grupo 1 - H8,1,5.0,30.0,40.0,48.0,False,SOXHLET,39
HC27,soxhlet,Grupo 1 - H8,2,5.0,20.0,60.0,10.583005244258363,False,SOXHLET,40
HC27,soxhlet,Grupo 1 - H8,3,5.0,28.0,44.0,,False,SOXHLET,41
HC28,soxhlet,Grupo 1 - H9,1,5.0,20.0,60.0,61.333333333333336,False,SOXHLET,42
HC28,soxhlet,Grupo 1 - H9,2,5.0,14.0,72.0,10.066445913694318,False,SOXHLET,43
HC28,soxhlet,Grupo 1 - H9,3,5.0,24.0,52.0,,False,SOXHLET,44
H4B,soxhlet,Grupo 4 - H29,1,5.0,20.0,70.58823529411765,74.50980392156863,False,SOXHLET,45
H4B,soxhlet,Grupo 4 - H29,2,5.0,18.0,73.52941176470588,4.492721269564544,False,SOXHLET,46
H4B,soxhlet,Grupo 4 - H29,3,5.0,14.0,79.41176470588235,,False,SOXHLET,47
H6B,soxhlet,Grupo 4 - H30,1,5.0,14.0,78.46153846153847,76.41025641025642,False,SOXHLET,48
H6B,soxhlet,Grupo 4 - H30,2,5.0,16.0,75.38461538461539,1.776462366737312,False,SOXHLET,49
H6B,soxhlet,Grupo 4 - H30,3,5.0,16.0,75.38461538461539,,False,SOXHLET,50
H4G,soxhlet,Grupo 4 - H31,1,5.0,14.0,74.07407407407408,66.66666666666667,False,SOXHLET,51
H4G,soxhlet,Grupo 4 - H31,2,5.0,20.0,62.96296296296296,6.415002990995844,False,SOXHLET,52
H4G,soxhlet,Grupo 4 - H31,3,5.0,20.0,62.96296296296296,,False,SOXHLET,53
H8G,soxhlet,Grupo 4 - H32,1,5.0,20.0,33.333333333333336,47.77777777777778,False,SOXHLET,54
H8G,soxhlet,Grupo 4 - H32,2,5.0,16.0,46.666666666666664,15.030832509409622,False,SOXHLET,55
H8G,soxhlet,Grupo 4 - H32,3,5.0,11.0,63.333333333333336,,False,SOXHLET,56
H11G,soxhlet,Grupo 4 - H33,1,5.0,12.0,53.84615384615385,55.12820512820513,False,SOXHLET,57
H11G,soxhlet,Grupo 4 - H33,2,5.0,12.0,53.84615384615385,2.2205779584216376,False,SOXHLET,58
H11G,soxhlet,Grupo 4 - H33,3,5.0,11.0,57.69230769230769,,False,SOXHLET,59
H1N,soxhlet,Grupo 2 - H10,1,5.0,28.0,44.0,52.0,False,SOXHLET,60
H1N,soxhlet,Grupo 2 - H10,2,5.0,16.0,68.0,13.856406460551018,False,SOXHLET,61
H1N,soxhlet,Grupo 2 - H10,3,5.0,28.0,44.0,,False,SOXHLET,62
H2N,soxhlet,Grupo 2 - H11,1,5.0,26.0,51.851851851851855,60.49382716049382,False,SOXHLET,63
H2N,soxhlet,Grupo 2 - H11,2,5.0,12.0,77.77777777777777,14.968340312323678,False,SOXHLET,64
H2N,soxhlet,Grupo 2 - H11,3,5.0,26.0,51.851851851851855,,False,SOXHLET,65
H3N,soxhlet,Grupo 2 - H12,1,5.0,24.0,52.0,58.666666666666664,False,SOXHLET,66
H3N,soxhlet,Grupo 2 - H12,2,5.0,12.0,76.0,15.143755588800719,False,SOXHLET,67
H3N,soxhlet,Grupo 2 - H12,3,5.0,26.0,48.0,,False,SOXHLET,68
H4N,soxhlet,Grupo 2 - H13,1,5.0,22.0,62.06896551724138,65.51724137931033,False,SOXHLET,69
H4N,soxhlet,Grupo 2 - H13,2,5.0,14.0,75.86206896551724,9.123280382981395,False,SOXHLET,70
H4N,soxhlet,Grupo 2 - H13,3,5.0,24.0,58.62068965517241,,False,SOXHLET,71
H5N,soxhlet,Grupo 2 - H14,1,5.0,26.0,56.666666666666664,62.22222222222222,False,SOXHLET,72
H5N,soxhlet,Grupo 2 - H14,2,5.0,16.0,73.33333333333333,9.622504486493835,False,SOXHLET,73
H5N,soxhlet,Grupo 2 - H14,3,5.0,26.0,56.666666666666664,,False,SOXHLET,74
H6N,soxhlet,Grupo 2 - H15,1,5.0,30.0,40.0,52.0,False,SOXHLET,75
H6N,soxhlet,Grupo 2 - H15,2,5.0,16.0,68.0,14.422205101855956,False,SOXHLET,76
H6N,soxhlet,Grupo 2 - H15,3,5.0,26.0,48.0,,False,SOXHLET,77
H8N,soxhlet,Grupo 3 - H24,1,5.0,22.0,70.27027027027027,74.77477477477477,False,SOXHLET,78
H8N,soxhlet,Grupo 3 - H24,2,5.0,20.0,72.97297297297297,5.626124322881439,False,SOXHLET,79
H8N,soxhlet,Grupo 3 - H24,3,5.0,14.0,81.08108108108108,,False,SOXHLET,80
H9N,soxhlet,Grupo 2 - H16,1,5.0,30.0,57.142857142857146,67.61904761904762,False,SOXHLET,81
H9N,soxhlet,Grupo 2 - H16,2,5.0,22.0,68.57142857142857,10.03395595509784,False,SOXHLET,82
H9N,soxhlet,Grupo 2 - H16,3,5.0,16.0,77.14285714285714,,False,SOXHLET,83
FU1,soxhlet,Grupo 2 - H17,1,5.0,34.0,46.875,56.25,False,SOXHLET,84
FU1,soxhlet,Grupo 2 - H17,2,5.0,30.0,53.125,11.267347735824966,False,SOXHLET,85
FU1,soxhlet,Grupo 2 - H17,3,5.0,20.0,68.75,,False,SOXHLET,86
FU2 (UCMU21),soxhlet,Grupo 3 - H25,1,5.0,20.0,68.75,69.79166666666667,False,SOXHLET,87
FU2 (UCMU21),soxhlet,Grupo 3 - H25,2,5.0,20.0,68.75,1.8042195912175805,False,SOXHLET,88
FU2 (UCMU21),soxhlet,Grupo 3 - H25,3,5.0,18.0,71.875,,False,SOXHLET,89
FUSARIUM JULIAN H20,soxhlet,Grupo 2 - H18,1,5.0,20.0,70.58823529411765,70.58823529411765,False,SOXHLET,90
FUSARIUM JULIAN H20,soxhlet,Grupo 2 - H18,2,5.0,20.0,70.58823529411765,0.0,False,SOXHLET,91
FUSARIUM JULIAN H20,soxhlet,Grupo 2 - H18,3,5.0,20.0,70.58823529411765,,False,SOXHLET,92
FUSARIUM MARCE 1.2,soxhlet,Grupo 3 - H27,1,5.0,20.0,66.66666666666667,63.333333333333336,False,SOXHLET,93
FUSARIUM MARCE 1.2,soxhlet,Grupo 3 - H27,2,5.0,26.0,56.666666666666664,5.773502691896262,False,SOXHLET,94
FUSARIUM MARCE 1.2,soxhlet,Grupo 3 - H27,3,5.0,20.0,66.66666666666667,,False,SOXHLET,95
HC3,soxhlet,Grupo 3 - H19,1,0.0,68.0,55.88235294117647,65.68627450980392,True,SOXHLET,3
HC3,soxhlet,Grupo 3 - H19,2,0.0,,67.6470588235294,8.985442539129052,True,SOXHLET,4
HC3,soxhlet,Grupo 3 - H19,3,0.0,,73.52941176470588,,True,SOXHLET,5
HC5,soxhlet,Grupo 1 - H1,1,0.0,46.0,60.869565217391305,55.072463768115945,True,SOXHLET,6
HC5,soxhlet,Grupo 1 - H1,2,0.0,,56.52173913043478,6.641414050660636,True,SOXHLET,7
HC5,soxhlet,Grupo 1 - H1,3,0.0,,47.82608695652174,,True,SOXHLET,8
HC6,soxhlet,Grupo 4 - H28,1,0.0,54.0,33.333333333333336,38.27160493827161,True,SOXHLET,9
HC6,soxhlet,Grupo 4 - H28,2,0.0,,37.03703703703704,5.657500857970139,True,SOXHLET,10
HC6,soxhlet,Grupo 4 - H28,3,0.0,,44.44444444444444,,True,SOXHLET,11
HC9,soxhlet,Grupo 3 - H20,1,0.0,64.0,76.5625,80.72916666666667,True,SOXHLET,12
HC9,soxhlet,Grupo 3 - H20,2,0.0,,84.375,3.9322054350368485,True,SOXHLET,13
HC9,soxhlet,Grupo 3 - H20,3,0.0,,81.25,,True,SOXHLET,14
HC10,soxhlet,Grupo 1 - H2,1,0.0,60.0,40.0,51.111111111111114,True,SOXHLET,15
HC10,soxhlet,Grupo 1 - H2,2,0.0,,66.66666666666667,13.877773329774218,True,SOXHLET,16
HC10,soxhlet,Grupo 1 - H2,3,0.0,,46.666666666666664,,True,SOXHLET,17
HC15,soxhlet,Grupo 1 - H3,1,0.0,60.0,46.666666666666664,53.333333333333336,True,SOXHLET,18
HC15,soxhlet,Grupo 1 - H3,2,0.0,,66.66666666666667,11.547005383792502,True,SOXHLET,19
HC15,soxhlet,Grupo 1 - H3,3,0.0,,46.666666666666664,,True,SOXHLET,20
HC16,soxhlet,Grupo 1 - H4,1,0.0,58.0,65.51724137931035,58.620689655172406,True,SOXHLET,21
HC16,soxhlet,Grupo 1 - H4,2,0.0,,72.41379310344827,18.24656076596274,True,SOXHLET,22
HC16,soxhlet,Grupo 1 - H4,3,0.0,,37.93103448275862,,True,SOXHLET,23
HC17,soxhlet,Grupo 3 - H21,1,0.0,75.0,54.666666666666664,59.11111111111111,True,SOXHLET,24
HC17,soxhlet,Grupo 3 - H21,2,0.0,,54.666666666666664,7.698003589195061,True,SOXHLET,25
HC17,soxhlet,Grupo 3 - H21,3,0.0,,68.0,,True,SOXHLET,26
HC19,soxhlet,Grupo 1 - H5,1,0.0,46.0,39.130434782608695,36.23188405797101,True,SOXHLET,27
HC19,soxhlet,Grupo 1 - H5,2,0.0,,56.52173913043478,21.883578073248565,True,SOXHLET,28
HC19,soxhlet,Grupo 1 - H5,3,0.0,,13.043478260869565,,True,SOXHLET,29
HC20,soxhlet,Grupo 1 - H6,1,0.0,46.0,47.82608695652174,44.92753623188406,True,SOXHLET,30
HC20,soxhlet,Grupo 1 - H6,2,0.0,,56.52173913043478,13.282828101321273,True,SOXHLET,31
HC20,soxhlet,Grupo 1 - H6,3,0.0,,30.434782608695652,,True,SOXHLET,32
HC23,soxhlet,Grupo 1 - H7,1,0.0,58.0,55.172413793103445,58.62068965517241,True,SOXHLET,33
HC23,soxhlet,Grupo 1 - H7,2,0.0,,65.51724137931035,5.972588991616822,True,SOXHLET,34
HC23,soxhlet,Grupo 1 - H7,3,0.0,,55.172413793103445,,True,SOXHLET,35
HC26,soxhlet,Grupo 3 - H22,1,0.0,57.0,64.91228070175438,62.57309941520467,True,SOXHLET,36
HC26,soxhlet,Grupo 3 - H22,2,0.0,,64.91228070175438,4.0515808364184265,True,SOXHLET,37
HC26,soxhlet,Grupo 3 - H22,3,0.0,,57.89473684210526,,True,SOXHLET,38
HC27,soxhlet,Grupo 1 - H8,1,0.0,50.0,40.0,48.0,True,SOXHLET,39
HC27,soxhlet,Grupo 1 - H8,2,0.0,,60.0,10.583005244258363,True,SOXHLET,40
HC27,soxhlet,Grupo 1 - H8,3,0.0,,44.0,,True,SOXHLET,41
HC28,soxhlet,Grupo 1 - H9,1,0.0,50.0,60.0,61.333333333333336,True,SOXHLET,42
HC28,soxhlet,Grupo 1 - H9,2,0.0,,72.0,10.066445913694318,True,SOXHLET,43
HC28,soxhlet,Grupo 1 - H9,3,0.0,,52.0,,True,SOXHLET,44
H4B,soxhlet,Grupo 4 - H29,1,0.0,68.0,70.58823529411765,74.50980392156863,True,SOXHLET,45
