aislado_id,metodo_extraccion,grupo_experimental,replica_biologica,concentracion_mg_ml,conidias_log10,porcentaje_inhibicion_hoja,extra_medicion,es_control,hoja_origen,fila_origen,conidias_crudo,control_conidias_log10,control_conidias_crudo
H8N,maceracion,Grupo 3 - H24,1,0.0,7.67,34.8109517601043,26.770969143850504,True,MACERACIÓN,78,46773514.12871981,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,2,0.0,,24.250325945241205,7.122431825279996,True,MACERACIÓN,79,,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,3,0.0,,21.251629726206,,True,MACERACIÓN,80,,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,1,0.2,6.36,34.8109517601043,26.770969143850504,False,MACERACIÓN,78,2290867.652767774,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,2,0.2,6.72,24.250325945241205,7.122431825279996,False,MACERACIÓN,79,5248074.602497723,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,3,0.2,6.72,21.251629726206,,False,MACERACIÓN,80,5248074.602497723,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,1,1.0,6.87,34.8109517601043,26.770969143850504,False,MACERACIÓN,78,7413102.413009177,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,2,1.0,7.18,24.250325945241205,7.122431825279996,False,MACERACIÓN,79,15135612.484362071,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,3,1.0,6.95,21.251629726206,,False,MACERACIÓN,80,8912509.381337458,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,1,5.0,5.0,34.8109517601043,26.770969143850504,False,MACERACIÓN,78,100000.0,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,2,5.0,5.81,24.250325945241205,7.122431825279996,False,MACERACIÓN,79,645654.2290346549,7.67,46773514.128719814
H8N,maceracion,Grupo 3 - H24,3,5.0,6.04,21.251629726206,,False,MACERACIÓN,80,1096478.196143185,7.67,46773514.128719814
H9N,maceracion,Grupo 2 - H16,1,0.0,7.57,21.4002642007926,25.75957727873184,True,MACERACIÓN,81,37153522.90971728,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,2,0.0,,27.87318361955086,3.77585361372696,True,MACERACIÓN,82,,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,3,0.0,,28.005284015852048,,True,MACERACIÓN,83,,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,1,0.2,,21.4002642007926,25.75957727873184,False,MACERACIÓN,81,,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,2,0.2,,27.87318361955086,3.77585361372696,False,MACERACIÓN,82,,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,3,0.2,,28.005284015852048,,False,MACERACIÓN,83,,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,1,1.0,,21.4002642007926,25.75957727873184,False,MACERACIÓN,81,,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,2,1.0,,27.87318361955086,3.77585361372696,False,MACERACIÓN,82,,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,3,1.0,,28.005284015852048,,False,MACERACIÓN,83,,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,1,5.0,5.95,21.4002642007926,25.75957727873184,False,MACERACIÓN,81,891250.9381337459,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,2,5.0,5.46,27.87318361955086,3.77585361372696,False,MACERACIÓN,82,288403.1503126605,7.57,37153522.90971728
H9N,maceracion,Grupo 2 - H16,3,5.0,5.45,28.005284015852048,,False,MACERACIÓN,83,281838.2931264455,7.57,37153522.90971728
HC10,maceracion,Grupo 1 - H2,1,0.0,7.04,28.977272727272727,25.28409090909091,True,MACERACIÓN,15,10964781.961431852,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,2,0.0,,20.738636363636363,4.184920415527321,True,MACERACIÓN,16,,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,3,0.0,,26.13636363636364,,True,MACERACIÓN,17,,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,1,0.2,6.11,28.977272727272727,25.28409090909091,False,MACERACIÓN,15,1288249.551693135,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,2,0.2,6.36,20.738636363636363,4.184920415527321,False,MACERACIÓN,16,2290867.652767774,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,3,0.2,8.08,26.13636363636364,,False,MACERACIÓN,17,120226443.46174131,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,1,1.0,6.26,28.977272727272727,25.28409090909091,False,MACERACIÓN,15,1819700.8586099823,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,2,1.0,7.45,20.738636363636363,4.184920415527321,False,MACERACIÓN,16,28183829.31264455,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,3,1.0,6.18,26.13636363636364,,False,MACERACIÓN,17,1513561.2484362072,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,1,5.0,5.0,28.977272727272727,25.28409090909091,False,MACERACIÓN,15,100000.0,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,2,5.0,5.58,20.738636363636363,4.184920415527321,False,MACERACIÓN,16,380189.3963205613,7.04,10964781.961431852
HC10,maceracion,Grupo 1 - H2,3,5.0,5.2,26.13636363636364,,False,MACERACIÓN,17,158489.3192461114,7.04,10964781.961431852
HC15,maceracion,Grupo 1 - H3,1,0.0,7.63,20.96985583224115,20.27086063783312,True,MACERACIÓN,18,42657951.88015926,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,2,0.0,,29.2267365661861,9.325042743145548,True,MACERACIÓN,19,,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,3,0.0,,10.615989515072078,,True,MACERACIÓN,20,,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,1,0.2,6.73,20.96985583224115,20.27086063783312,False,MACERACIÓN,18,5370317.963702532,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,2,0.2,7.82,29.2267365661861,9.325042743145548,False,MACERACIÓN,19,66069344.80075964,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,3,0.2,7.77,10.615989515072078,,False,MACERACIÓN,20,58884365.53555884,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,1,1.0,6.63,20.96985583224115,20.27086063783312,False,MACERACIÓN,18,4265795.188015926,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,2,1.0,7.86,29.2267365661861,9.325042743145548,False,MACERACIÓN,19,72443596.00749905,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,3,1.0,7.56,10.615989515072078,,False,MACERACIÓN,20,36307805.4770101,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,1,5.0,6.03,20.96985583224115,20.27086063783312,False,MACERACIÓN,18,1071519.305237607,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,2,5.0,5.4,29.2267365661861,9.325042743145548,False,MACERACIÓN,19,251188.6431509582,7.63,42657951.88015926
HC15,maceracion,Grupo 1 - H3,3,5.0,6.82,10.615989515072078,,False,MACERACIÓN,20,6606934.480075965,7.63,42657951.88015926
HC16,maceracion,Grupo 1 - H4,1,0.0,6.85,23.64963503649634,16.788321167883204,True,MACERACIÓN,21,7079457.843841373,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,2,0.0,,13.57664233576642,5.946105650924466,True,MACERACIÓN,22,,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,3,0.0,,13.138686131386851,,True,MACERACIÓN,23,,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,1,0.2,6.25,23.64963503649634,16.788321167883204,False,MACERACIÓN,21,1778279.410038923,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,2,0.2,7.0,13.57664233576642,5.946105650924466,False,MACERACIÓN,22,10000000.0,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,3,0.2,7.81,13.138686131386851,,False,MACERACIÓN,23,64565422.903465495,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,1,1.0,6.75,23.64963503649634,16.788321167883204,False,MACERACIÓN,21,5623413.251903491,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,2,1.0,6.07,13.57664233576642,5.946105650924466,False,MACERACIÓN,22,1174897.5549395303,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,3,1.0,6.03,13.138686131386851,,False,MACERACIÓN,23,1071519.305237607,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,1,5.0,5.23,23.64963503649634,16.788321167883204,False,MACERACIÓN,21,169824.3652461746,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,2,5.0,5.92,13.57664233576642,5.946105650924466,False,MACERACIÓN,22,831763.7711026708,6.85,7079457.843841373
HC16,maceracion,Grupo 1 - H4,3,5.0,5.95,13.138686131386851,,False,MACERACIÓN,23,891250.9381337459,6.85,7079457.843841373
HC17,maceracion,Grupo 3 - H21,1,0.0,7.68,22.786458333333336,17.925347222222218,True,MACERACIÓN,24,47863009.2322638,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,2,0.0,,12.890624999999991,4.950200496313634,True,MACERACIÓN,25,,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,3,0.0,,18.09895833333333,,True,MACERACIÓN,26,,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,1,0.2,7.15,22.786458333333336,17.925347222222218,False,MACERACIÓN,24,14125375.446227554,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,2,0.2,7.23,12.890624999999991,4.950200496313634,False,MACERACIÓN,25,16982436.52461746,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,3,0.2,6.76,18.09895833333333,,False,MACERACIÓN,26,5754399.373371567,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,1,1.0,7.04,22.786458333333336,17.925347222222218,False,MACERACIÓN,24,10964781.961431852,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,2,1.0,7.08,12.890624999999991,4.950200496313634,False,MACERACIÓN,25,12022644.34617413,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,3,1.0,7.1,18.09895833333333,,False,MACERACIÓN,26,12589254.117941665,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,1,5.0,5.93,22.786458333333336,17.925347222222218,False,MACERACIÓN,24,851138.0382023759,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,2,5.0,6.69,12.890624999999991,4.950200496313634,False,MACERACIÓN,25,4897788.193684466,7.68,47863009.2322638
HC17,maceracion,Grupo 3 - H21,3,5.0,6.29,18.09895833333333,,False,MACERACIÓN,26,1949844.5997580453,7.68,47863009.2322638
HC19,maceracion,Grupo 1 - H5,1,0.0,6.9,29.71014492753624,14.347826086956529,True,MACERACIÓN,27,7943282.347242822,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,2,0.0,,14.78260869565218,15.584259531257048,True,MACERACIÓN,28,,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,3,0.0,,-1.4492753623188352,,True,MACERACIÓN,29,,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,1,0.2,6.7,29.71014492753624,14.347826086956529,False,MACERACIÓN,27,5011872.336272725,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,2,0.2,7.38,14.78260869565218,15.584259531257048,False,MACERACIÓN,28,23988329.190194897,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,3,0.2,7.32,-1.4492753623188352,,False,MACERACIÓN,29,20892961.308540408,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,1,1.0,6.52,29.71014492753624,14.347826086956529,False,MACERACIÓN,27,3311311.214825908,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,2,1.0,7.18,14.78260869565218,15.584259531257048,False,MACERACIÓN,28,15135612.484362071,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,3,1.0,7.45,-1.4492753623188352,,False,MACERACIÓN,29,28183829.31264455,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,1,5.0,4.85,29.71014492753624,14.347826086956529,False,MACERACIÓN,27,70794.57843841374,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,2,5.0,5.88,14.78260869565218,15.584259531257048,False,MACERACIÓN,28,758577.5750291835,6.9,7943282.347242822
HC19,maceracion,Grupo 1 - H5,3,5.0,7.0,-1.4492753623188352,,False,MACERACIÓN,29,10000000.0,6.9,7943282.347242822
HC20,maceracion,Grupo 1 - H6,1,0.0,7.68,4.687499999999993,2.6041666666666656,True,MACERACIÓN,30,47863009.2322638,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,2,0.0,,1.5625000000000016,1.8042195912175747,True,MACERACIÓN,31,,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,3,0.0,,1.5625000000000016,,True,MACERACIÓN,32,,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,1,0.2,7.26,4.687499999999993,2.6041666666666656,False,MACERACIÓN,30,18197008.586099826,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,2,0.2,7.76,1.5625000000000016,1.8042195912175747,False,MACERACIÓN,31,57543993.73371567,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,3,0.2,7.18,1.5625000000000016,,False,MACERACIÓN,32,15135612.484362071,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,1,1.0,6.89,4.687499999999993,2.6041666666666656,False,MACERACIÓN,30,7762471.166286912,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,2,1.0,7.52,1.5625000000000016,1.8042195912175747,False,MACERACIÓN,31,33113112.14825908,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,3,1.0,7.28,1.5625000000000016,,False,MACERACIÓN,32,19054607.17963248,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,1,5.0,7.32,4.687499999999993,2.6041666666666656,False,MACERACIÓN,30,20892961.308540408,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,2,5.0,7.56,1.5625000000000016,1.8042195912175747,False,MACERACIÓN,31,36307805.4770101,7.68,47863009.2322638
HC20,maceracion,Grupo 1 - H6,3,5.0,7.56,1.5625000000000016,,False,MACERACIÓN,32,36307805.4770101,7.68,47863009.2322638
HC23,maceracion,Grupo 1 - H7,1,0.0,7.23,12.586445366528356,11.111111111111114,True,MACERACIÓN,33,16982436.52461746,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,2,0.0,,5.947441217150768,4.606729736024633,True,MACERACIÓN,34,,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,3,0.0,,14.79944674965422,,True,MACERACIÓN,35,,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,1,0.2,7.23,12.586445366528356,11.111111111111114,False,MACERACIÓN,33,16982436.52461746,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,2,0.2,7.59,5.947441217150768,4.606729736024633,False,MACERACIÓN,34,38904514.49942805,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,3,0.2,7.24,14.79944674965422,,False,MACERACIÓN,35,17378008.28749376,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,1,1.0,6.41,12.586445366528356,11.111111111111114,False,MACERACIÓN,33,2570395.7827688647,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,2,1.0,6.9,5.947441217150768,4.606729736024633,False,MACERACIÓN,34,7943282.347242822,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,3,1.0,7.08,14.79944674965422,,False,MACERACIÓN,35,12022644.34617413,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,1,5.0,6.32,12.586445366528356,11.111111111111114,False,MACERACIÓN,33,2089296.1308540408,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,2,5.0,6.8,5.947441217150768,4.606729736024633,False,MACERACIÓN,34,6309573.44480193,7.23,16982436.52461746
HC23,maceracion,Grupo 1 - H7,3,5.0,6.16,14.79944674965422,,False,MACERACIÓN,35,1445439.770745928,7.23,16982436.52461746
HC26,maceracion,Grupo 3 - H22,1,0.0,7.54,29.973474801061005,34.43854995579134,True,MACERACIÓN,36,34673685.045253165,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,2,0.0,,34.350132625994696,4.509933900194191,True,MACERACIÓN,37,,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,3,0.0,,38.99204244031831,,True,MACERACIÓN,38,,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,1,0.2,,29.973474801061005,34.43854995579134,False,MACERACIÓN,36,,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,2,0.2,,34.350132625994696,4.509933900194191,False,MACERACIÓN,37,,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,3,0.2,,38.99204244031831,,False,MACERACIÓN,38,,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,1,1.0,,29.973474801061005,34.43854995579134,False,MACERACIÓN,36,,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,2,1.0,,34.350132625994696,4.509933900194191,False,MACERACIÓN,37,,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,3,1.0,,38.99204244031831,,False,MACERACIÓN,38,,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,1,5.0,5.28,29.973474801061005,34.43854995579134,False,MACERACIÓN,36,190546.07179632483,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,2,5.0,4.95,34.350132625994696,4.509933900194191,False,MACERACIÓN,37,89125.0938133746,7.54,34673685.045253165
HC26,maceracion,Grupo 3 - H22,3,5.0,4.6,38.99204244031831,,False,MACERACIÓN,38,39810.71705534969,7.54,34673685.045253165
HC27,maceracion,Grupo 1 - H8,1,0.0,7.87,35.832274459974585,19.52562473528166,True,MACERACIÓN,39,74131024.13009177,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,2,0.0,,15.50190597204574,14.713387287320412,True,MACERACIÓN,40,,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,3,0.0,,7.242693773824654,,True,MACERACIÓN,41,,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,1,0.2,5.4,35.832274459974585,19.52562473528166,False,MACERACIÓN,39,251188.6431509582,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,2,0.2,7.3,15.50190597204574,14.713387287320412,False,MACERACIÓN,40,19952623.149688788,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,3,0.2,7.6,7.242693773824654,,False,MACERACIÓN,41,39810717.05534969,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,1,1.0,7.45,35.832274459974585,19.52562473528166,False,MACERACIÓN,39,28183829.31264455,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,2,1.0,7.84,15.50190597204574,14.713387287320412,False,MACERACIÓN,40,69183097.09189363,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,3,1.0,7.59,7.242693773824654,,False,MACERACIÓN,41,38904514.49942805,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,1,5.0,5.05,35.832274459974585,19.52562473528166,False,MACERACIÓN,39,112201.84543019628,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,2,5.0,6.65,15.50190597204574,14.713387287320412,False,MACERACIÓN,40,4466835.921509635,7.87,74131024.13009177
HC27,maceracion,Grupo 1 - H8,3,5.0,7.3,7.242693773824654,,False,MACERACIÓN,41,19952623.149688788,7.87,74131024.13009177
HC28,maceracion,Grupo 1 - H9,1,0.0,7.54,46.94960212201592,36.206896551724135,True,MACERACIÓN,42,34673685.045253165,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,2,0.0,,30.636604774535805,9.305582676546283,True,MACERACIÓN,43,,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,3,0.0,,31.03448275862069,,True,MACERACIÓN,44,,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,1,0.2,5.41,46.94960212201592,36.206896551724135,False,MACERACIÓN,42,257039.5782768865,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,2,0.2,6.58,30.636604774535805,9.305582676546283,False,MACERACIÓN,43,3801893.9632056127,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,3,0.2,6.86,31.03448275862069,,False,MACERACIÓN,44,7244359.600749906,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,1,1.0,6.73,46.94960212201592,36.206896551724135,False,MACERACIÓN,42,5370317.963702532,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,2,1.0,6.84,30.636604774535805,9.305582676546283,False,MACERACIÓN,43,6918309.709189363,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,3,1.0,6.51,31.03448275862069,,False,MACERACIÓN,44,3235936.569296281,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,1,5.0,4.0,46.94960212201592,36.206896551724135,False,MACERACIÓN,42,10000.0,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,2,5.0,5.23,30.636604774535805,9.305582676546283,False,MACERACIÓN,43,169824.3652461746,7.54,34673685.045253165
HC28,maceracion,Grupo 1 - H9,3,5.0,5.2,31.03448275862069,,False,MACERACIÓN,44,158489.3192461114,7.54,34673685.045253165
HC3,maceracion,Grupo 3 - H19,1,0.0,7.7,100.0,79.00432900432901,True,MACERACIÓN,3,50118723.36272725,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,2,0.0,,100.0,36.36556890350241,True,MACERACIÓN,4,,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,3,0.0,,37.01298701298702,,True,MACERACIÓN,5,,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,1,0.2,0.0,100.0,79.00432900432901,False,MACERACIÓN,3,1.0,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,2,0.2,0.0,100.0,36.36556890350241,False,MACERACIÓN,4,1.0,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,3,0.2,0.0,37.01298701298702,,False,MACERACIÓN,5,1.0,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,1,1.0,0.0,100.0,79.00432900432901,False,MACERACIÓN,3,1.0,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,2,1.0,0.0,100.0,36.36556890350241,False,MACERACIÓN,4,1.0,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,3,1.0,0.0,37.01298701298702,,False,MACERACIÓN,5,1.0,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,1,5.0,0.0,100.0,79.00432900432901,False,MACERACIÓN,3,1.0,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,2,5.0,0.0,100.0,36.36556890350241,False,MACERACIÓN,4,1.0,7.7,50118723.36272725
HC3,maceracion,Grupo 3 - H19,3,5.0,4.85,37.01298701298702,,False,MACERACIÓN,5,70794.57843841374,7.7,50118723.36272725
HC5,maceracion,Grupo 1 - H1,1,0.0,6.6,16.212121212121204,16.464646464646457,True,MACERACIÓN,6,3981071.7055349695,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,2,0.0,,13.787878787878778,2.811548618124613,True,MACERACIÓN,7,,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,3,0.0,,19.393939393939387,,True,MACERACIÓN,8,,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,1,0.2,6.4,16.212121212121204,16.464646464646457,False,MACERACIÓN,6,2511886.4315095823,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,2,0.2,6.32,13.787878787878778,2.811548618124613,False,MACERACIÓN,7,2089296.1308540408,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,3,0.2,6.13,19.393939393939387,,False,MACERACIÓN,8,1348962.8825916534,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,1,1.0,6.32,16.212121212121204,16.464646464646457,False,MACERACIÓN,6,2089296.1308540408,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,2,1.0,6.68,13.787878787878778,2.811548618124613,False,MACERACIÓN,7,4786300.923226381,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,3,1.0,6.85,19.393939393939387,,False,MACERACIÓN,8,7079457.843841373,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,1,5.0,5.53,16.212121212121204,16.464646464646457,False,MACERACIÓN,6,338844.1561392028,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,2,5.0,5.69,13.787878787878778,2.811548618124613,False,MACERACIÓN,7,489778.81936844665,6.6,3981071.7055349695
HC5,maceracion,Grupo 1 - H1,3,5.0,5.32,19.393939393939387,,False,MACERACIÓN,8,208929.6130854041,6.6,3981071.7055349695
HC6,maceracion,Grupo 4 - H28,1,0.0,7.43,5.383580080753694,20.54733064154329,True,MACERACIÓN,9,26915348.03926913,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,2,0.0,,18.169582772543738,16.481765426687065,True,MACERACIÓN,10,,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,3,0.0,,38.08882907133244,,True,MACERACIÓN,11,,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,1,0.2,7.45,5.383580080753694,20.54733064154329,False,MACERACIÓN,9,28183829.31264455,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,2,0.2,8.45,18.169582772543738,16.481765426687065,False,MACERACIÓN,10,281838293.12644494,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,3,0.2,7.57,38.08882907133244,,False,MACERACIÓN,11,37153522.90971728,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,1,1.0,7.09,5.383580080753694,20.54733064154329,False,MACERACIÓN,9,12302687.70812381,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,2,1.0,7.46,18.169582772543738,16.481765426687065,False,MACERACIÓN,10,28840315.031266056,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,3,1.0,7.43,38.08882907133244,,False,MACERACIÓN,11,26915348.03926913,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,1,5.0,7.03,5.383580080753694,20.54733064154329,False,MACERACIÓN,9,10715193.052376073,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,2,5.0,6.08,18.169582772543738,16.481765426687065,False,MACERACIÓN,10,1202264.4346174132,7.43,26915348.039269138
HC6,maceracion,Grupo 4 - H28,3,5.0,4.6,38.08882907133244,,False,MACERACIÓN,11,39810.71705534969,7.43,26915348.039269138
HC9,maceracion,Grupo 4 - H20,1,0.0,7.23,4.149377593361005,10.788381742738595,True,MACERACIÓN,12,16982436.52461746,7.23,16982436.52461746
HC9,maceracion,Grupo 4 - H20,2,0.0,,21.16182572614108,9.100295518448672,True,MACERACIÓN,13,,7.23,16982436.52461746
HC9,maceracion,Grupo 4 - H20,3,0.0,,7.053941908713703,,True,MACERACIÓN,14,,7.23,16982436.52461746
HC9,maceracion,Grupo 4 - H20,1,0.2,,4.149377593361005,10.788381742738595,False,MACERACIÓN,12,,7.23,16982436.52461746
HC9,maceracion,Grupo 4 - H20,2,0.2,,21.16182572614108,9.100295518448672,False,MACERACIÓN,13,,7.23,16982436.52461746
HC9,maceracion,Grupo 4 - H20,3,0.2,,7.053941908713703,,False,MACERACIÓN,14,,7.23,16982436.52461746
HC9,maceracion,Grupo 4 - H20,1,1.0,,4.149377593361005,10.788381742738595,False,MACERACIÓN,12,,7.23,16982436.52461746
